16,2
17,2
18,2
19,2
20,2
21,2
22,2
23,2
24,2
25,2
26,2
27,2
28,4
29,4
30,4
31,4
32,4
33,4
34,4
35,6
36,6
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,2
48,2
49,2
50,2
51,2
52,2
53,2
54,2
55,2
56,2
57,2
58,2
59,2
60,2
61,2
62,2
63,4
64,4
65,4
66,4
67,4
68,4
69,4
70,4
71,4
72,4
73,4
74,5
75,1
76,5
77,5
78,5
79,5
80,1
81,1
82,1
83,1
84,1
85,1
86,1
87,1
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,2
97,2
98,2
99,2
00,2
01,2
02,2
03,2
04,2
05,2
06,2
07,2
08,4
09,4
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,3
47,3
48,3
49,3
50,1
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,1
70,1
71,1
72,1
73,1
74,1
75,1
76,1
77,1
79,1
80,1
82,1
83,1
84,1
85,2
86,2
87,2
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,1
97,1
98,1
99,1
00,1
01,1
02,1
03,1
04,1
05,1
06,1
07,8
08,8
09,4
10,4
11,4
12,4
13,4
14,4
15,4
16,4
17,4
18,4
19,4
20,4
21,4
22,4
23,10
24,10
25,10
26,5
27,5
28,5
29,5
30,5
31,5
32,5
33,5
34,5
35,5
36,5
37,5
38,5
39,5
40,5
41,5
42,5
43,5
44,5
45,5
46,5
47,50
48,15
49,40
50,3
51,30
52,3
53,50
54,20
55,20
56,2
57,18
58,2
59,20
60,20
61,20
62,5
63,20
64,30
65,5
66,2
67,5
68,8
69,5
70,7
71,22
72,1
73,7
74,7
75,14
76,30
77,1
78,1
79,1
80,7
81,7
82,26
83,26
84,1
85,10
86,24
87,1
88,24
89,6
90,1
91,6
92,22
93,22
94,11
95,22
96,3
97,6
98,6
99,10
00,20
01,20
02,1
03,1
04,1
05,1
06,1
07,10
08,20
09,20
10,20
11,1
12,1
13,5
14,19
15,1
16,9
17,19
18,1
19,1
20,1
21,5
22,5
23,18
24,18
25,5
26,5
27,16
28,18
29,1
30,1
31,1
32,4
33,8
34,8
35,1
36,1
37,4
38,16
39,16
40,1
41,1
42,1
43,1
44,8
45,8
46,16
47,16
48,1
49,1
50,1
51,4
52,14
53,14
54,24
55,1
56,1
57,4
58,7
59,7
60,7
61,7
62,14
63,14
64,14
65,14
66,14
67,14
68,14
69,2
70,2
71,2
72,3
73,7
74,7
75,13
76,13
77,13
78,13
79,13
80,13
81,22
82,22
83,1
84,1
85,1
86,1
87,1
88,1
89,3
90,6
91,13
92,13
93,21
94,1
95,1
96,1
97,1
98,1
99,1
00,1
01,3
02,6
03,6
04,12
05,12
06,12
07,12
08,1
09,1
10,1
11,3
12,3
13,3
14,3
15,6
16,6
17,6
18,11
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,3
27,6
28,11
29,11
30,11
31,11
32,11
33,11
34,11
35,11
36,19
37,1
38,2
39,2
40,2
41,2
42,2
43,3
44,3
45,6
46,6
47,11
48,11
49,11
50,11
51,11
52,11
53,11
54,11
55,11
56,11
57,11
58,17
59,17
60,17
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,5
70,5
71,5
72,5
73,5
74,10
75,10
76,10
77,10
78,10
79,10
80,10
81,16
82,1
83,1
84,1
85,2
86,2
87,2
88,2
89,4
90,4
91,4
92,4
93,9
94,9
95,9
96,9
97,9
98,9
99,15
00,15
01,15
02,1
03,1
04,1
05,1
06,1
07,1
08,1
09,2
10,5
11,5
12,5
13,10
14,10
15,10
16,10
17,10
18,14
19,14
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,2
33,2
34,2
35,4
36,4
37,4
38,4
39,8
40,8
41,8
42,8
43,8
44,8
45,13
56,2
57,2
58,2
59,2
60,2
61,7
62,7
63,7
64,7
65,7
66,7
67,7
68,7
69,12
70,12
76,2
77,2
78,3
79,7
80,7
81,7
82,7
83,7
84,11
85,11
93,2
94,2
95,2
96,2
97,2
98,2
99,2
00,3
01,3
02,3
03,6
04,6
05,6
06,6
07,10
08,10
09,10
24,1
25,1
26,3
27,3
28,3
29,3
30,3
31,3
32,3
33,3
34,3
35,3
36,6
37,6
38,6
39,6
40,6
41,6
42,6
43,6
44,6
45,6
46,6
47,9
48,9
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,1
61,1
62,1
63,2
64,2
65,2
66,4
67,4
68,4
69,4
70,4
71,4
72,4
73,4
74,4
75,4
76,8
77,8
78,8
87,1
88,1
89,1
90,1
91,1
92,1
93,1
94,2
95,2
96,2
97,2
98,4
99,4
00,2
01,2
02,2
03,2
04,4
05,4
06,4
07,4
08,4
09,4
10,7
11,7
20,1
21,1
22,2
23,2
24,2
25,2
26,2
27,2
28,2
29,2
30,2
31,2
32,2
33,2
34,4
35,4
36,4
37,4
38,4
39,4
40,4
41,6
42,6
52,1
53,2
54,2
55,2
56,2
57,2
58,2
59,2
60,2
61,2
62,2
63,2
64,2
65,2
66,2
67,2
68,2
69,4
70,4
71,4
72,4
73,4
74,4
75,4
76,4
77,4
78,4
79,4
80,5
81,1
82,5
83,5
84,5
85,5
98,1
99,1
00,1
01,1
02,1
03,1
04,1
05,1
06,1
07,1
08,1
09,1
10,1
11,1
12,1
13,1
14,4
15,4
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,3
53,3
54,3
55,3
73,1
74,1
75,1
76,1
77,1
78,1
79,1
80,1
81,1
82,1
83,1
85,1
86,1
88,1
89,1
90,1
91,2
92,2
93,2
10,1
11,1
12,1
13,8
14,8
15,4
16,4
17,4
18,4
19,4
20,4
21,4
22,4
23,4
24,4
25,4
26,4
27,4
28,4
29,10
30,10
31,10
32,5
33,5
34,5
35,5
36,5
37,5
38,5
39,5
40,5
41,5
42,5
43,5
44,5
45,5
46,5
47,5
48,5
49,5
50,5
51,5
52,5
53,50
54,15
55,33
56,3
57,20
58,2
59,32
60,20
61,20
62,2
63,18
64,1
65,12
66,11
67,11
68,5
69,10
70,30
71,5
72,1
73,5
74,8
75,4
76,7
77,22
78,1
79,7
80,7
81,13
82,20
83,1
84,1
85,1
86,6
87,6
88,26
89,24
90,1
91,10
92,24
93,1
94,24
95,6
96,1
97,5
98,22
99,22
00,11
01,22
02,3
03,4
04,4
05,10
06,20
07,20
08,1
09,1
10,1
11,1
12,1
13,10
14,20
15,20
16,20
17,1
18,1
19,5
20,19
21,1
22,9
23,18
24,1
25,1
26,1
27,4
28,4
29,18
30,18
31,3
32,3
33,16
34,16
35,1
36,1
37,1
38,4
39,8
40,8
41,1
42,1
43,4
44,16
45,16
46,1
47,1
48,1
49,1
50,7
51,7
52,14
53,15
54,1
55,1
56,1
57,3
58,14
59,14
60,24
63,3
64,7
65,7
66,7
67,7
68,14
69,14
70,14
71,14
72,14
73,14
74,14
75,2
76,2
77,2
78,3
79,6
80,6
81,13
82,13
83,13
84,13
85,13
86,13
87,22
88,22
95,3
96,6
97,12
98,12
99,21
07,3
08,6
09,6
10,12
11,12
12,12
13,12
17,3
18,3
19,3
20,3
21,5
22,5
23,5
24,11
32,3
33,5
34,11
35,11
36,11
37,11
38,11
39,11
40,11
41,11
42,18
44,1
45,1
46,1
47,1
48,1
49,2
50,2
51,4
52,4
53,10
54,10
55,10
56,10
57,10
58,10
59,10
60,10
61,10
62,10
63,10
64,17
65,17
66,17
75,5
76,5
77,5
78,5
79,5
80,10
81,10
82,10
83,10
84,10
85,10
86,10
87,16
88,1
89,1
90,1
91,2
92,2
93,2
94,2
95,4
96,4
97,4
98,4
99,9
00,9
01,9
02,9
03,9
04,9
05,15
06,15
07,15
15,2
16,3
17,3
18,3
19,6
20,6
21,6
22,6
23,6
24,14
25,14
38,2
39,2
40,2
41,4
42,4
43,4
44,4
45,8
46,8
47,8
48,8
49,8
50,8
51,13
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,1
61,1
62,2
63,2
64,2
65,2
66,2
67,7
68,7
69,7
70,7
71,7
72,7
73,7
74,7
75,12
76,12
82,1
83,1
84,3
85,6
86,6
87,6
88,6
89,6
90,11
91,11
99,1
00,1
01,1
02,1
03,1
04,1
05,1
06,3
07,3
08,3
09,6
10,6
11,6
12,6
13,10
14,10
15,10
30,1
31,1
32,2
33,2
34,2
35,2
36,2
37,2
38,2
39,2
40,2
41,2
42,4
43,4
44,4
45,4
46,4
47,4
48,4
49,4
50,4
51,4
52,4
53,9
54,9
58,1
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,2
70,2
71,2
72,4
73,4
74,4
75,4
76,4
77,4
78,4
79,4
80,4
81,4
82,8
83,8
84,8
93,1
94,1
95,1
96,1
97,1
98,1
99,1
00,2
01,2
02,2
03,2
04,4
05,4
06,2
07,2
08,2
09,2
10,4
11,4
12,4
13,4
14,4
15,4
16,7
17,7
26,1
27,1
28,2
29,2
30,2
31,2
32,2
33,2
34,2
35,2
36,2
37,2
38,2
39,2
40,4
41,4
42,4
43,4
44,4
45,4
46,4
47,6
48,6
58,1
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,1
70,1
71,1
72,1
73,1
74,1
75,2
76,2
77,2
78,2
79,2
80,2
81,2
82,2
83,2
84,2
85,2
86,5
88,5
89,5
90,5
91,5
08,1
09,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,4
21,4
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,3
59,3
60,3
61,3
97,2
98,2
99,2
16,1
17,1
18,1
19,5
20,5
21,5
